age,gender,track,g7_filipino,g7_english,g7_math,g7_science,g7_ap,g7_tle,g7_mapeh,g7_esp,g8_filipino,g8_english,g8_math,g8_science,g8_ap,g8_tle,g8_mapeh,g8_esp,g9_filipino,g9_english,g9_math,g9_science,g9_ap,g9_tle,g9_mapeh,g9_esp,g10_filipino,g10_english,g10_math,g10_science,g10_ap,g10_tle,g10_mapeh,g10_esp
15,Male,Academic,93.94,87.88,97.12,98.46,91.48,86.25,80.59,98.22,83.71,80.89,90.04,78.62,99.88,96.81,94.36,81.88,89.96,83.61,95.45,85.1,93.79,80.77,92.26,75.91,97.49,84.99,79.1,84.66,91.27,95.13,83.21,86.56
18,Male,Academic,92.14,94.88,93.94,90.31,82.7,99.36,93.32,77.13,94.65,83.3,95.66,77.14,96.75,75.29,83.54,93.82,83.39,89.76,93.07,91.73,94.44,99.53,91.29,77.19,80.28,79.35,87.81,78.03,79.47,89.46,88.98,92.92
17,Male,Academic,99.39,99.55,95.1,86.44,94.75,79.79,88.16,83.25,93.39,88.67,76.38,77.28,80.05,80.88,95.64,98.22,81.51,78.95,77.65,95.24,77.65,90.71,81.66,99.86,87.49,95.95,90.94,77.25,81.4,86.89,78.29,78.01
15,Female,Academic,83.32,86.06,84.89,93.46,88.95,83.94,77.97,80.82,92.67,80.67,85.66,83.66,97.02,92.94,78.16,80.57,97.23,75.91,83.4,81.17,85.33,91.35,92.06,85.95,88.03,90.02,86.75,80.73,92.36,75.47,89.53,99.85
15,Male,TVL,89.11,94,79.07,88.35,75.98,81.95,87.65,81.8,98.93,77.21,83.78,87.27,90.91,89.21,94.05,90.44,93.9,99.95,87.4,80.44,82.52,76.05,84.72,78.89,87.02,77.7,89.09,93.3,87.37,96.9,84.26,88.48
17,Female,TVL,99.99,90.89,75.47,93.26,76.62,81.53,82.25,76.09,95.24,85.35,91.48,93.09,80.06,95.29,95.81,82.68,81.83,86.39,80.17,79.24,94.75,90.83,78.72,82.72,96.97,79.14,82.61,82.55,90,84.48,95.89,88.64
17,Female,TVL,97.97,91.73,75.92,94.48,90.63,77.68,83.59,78.96,87.72,87.54,79.62,98.71,90.66,86.18,82.33,79.36,95.48,85.06,89.39,95.47,75.09,83.22,76.72,79.29,89.52,93.33,79.86,77.13,88.19,80.52,84.25,85.71
18,Male,Academic,92.58,99.95,91.35,99.2,89.33,98.21,83.62,80.15,93.83,84.1,78.65,85.93,98.9,95.63,82.8,86.18,87.42,83.87,81.57,84.66,91.02,87.26,82.22,86.22,84.55,99.48,81.3,82.97,84.22,89.92,85.37,98.54
16,Female,TVL,75.45,92.49,96.42,76.11,98.87,99.42,89.81,94.77,86.29,88.27,90.8,87.03,90.21,87.18,84.07,88.34,75.54,99.42,80.53,78.96,96.51,84.63,94.45,93.54,81.82,92.72,83.42,82.87,82.08,95.22,95.73,77.46
17,Female,TVL,75.22,94.9,86.63,82.33,88.01,78.57,75.05,91.64,98.48,81.53,99.54,81.28,77.85,99.91,98.76,97.95,78.02,96.13,79.48,83.31,81.44,91.82,83.44,90.16,90.1,87.75,85.73,75.02,79.09,80.09,95.57,98.09
17,Female,Academic,95.2,83.42,94.35,88.3,83.99,82.51,82.76,87.02,88.54,85.45,92.78,84.28,88.54,75.15,90.62,80.83,93.29,97.41,77.09,85.17,92.58,90.53,89.65,96.54,98.4,77.57,95.92,82.25,93.8,90.07,76.41,80.74
16,Male,TVL,76.47,79.03,95.07,93.59,95.14,83.5,88.12,90.06,97.81,79.92,80.27,97.29,83.18,81.92,87.21,78.15,96.55,84.09,93.78,98.96,77.2,95.05,85.71,76.23,79.37,76.17,98.06,79.23,76.65,96.36,76.18,78.7
17,Male,Academic,76.72,84.28,84.97,93.29,81.48,88.67,92.22,98.34,98.26,87.03,89.33,82.23,77.92,88.27,76.13,87.52,97.14,81.7,88.47,96.03,84.68,92.08,75.81,99.4,77.01,91.96,95.87,99.37,82.3,96.97,85.98,83.36
16,Female,TVL,89.6,86.19,78.81,90.43,96.11,80.29,97.54,78.31,84.72,86.72,86.63,84,79.73,91.36,99,79.85,88.57,90.89,97.18,84.17,83.91,84.87,75.62,99.22,91.41,89.35,92.78,97.1,85.79,75.44,92.68,98.08
16,Female,TVL,75.83,91.05,91.64,91.39,82.49,81.94,93.7,83.38,94.72,92.32,84.78,90.11,79.7,90.87,80.91,81.91,80.94,90.35,87.5,81.85,79.02,84.19,95.05,92.96,89.39,93.48,83.88,93.06,86.69,99.53,77.91,93.9
15,Male,Academic,94.77,86.07,89.71,96.93,99.18,95.72,81.25,99.92,90.7,89.22,91.46,95.14,89.21,98.04,80.03,76.56,97.76,81.76,87.76,94.11,87.08,99.45,99.23,84.95,81.13,75.29,80.25,79.06,88.68,78.69,81.01,92.84
15,Female,TVL,96.32,79.82,97.11,78.24,88.59,99.66,92.66,98.81,75.71,87.22,84.87,85.82,87.31,83.5,75.91,76.59,97.64,99.78,75.4,95.12,83.44,96.61,84.98,96.81,92.05,90.98,82.36,93.93,92.02,89.04,75.87,81.97
17,Male,TVL,78.5,98.81,88.41,95.28,76.57,80.19,95.64,90.83,92.34,95.18,97.13,90.85,76.8,77.33,79.94,80.44,86.6,85.92,88.02,84.37,83.53,78.64,79.14,79.87,87.49,78.46,95.98,79.06,81.45,79.42,81.93,82.24
16,Female,TVL,85.75,80.1,86.02,87.66,86.65,93.13,84.57,95.13,91.07,78.11,90.97,99.78,77.94,81.74,79.68,92.07,75.49,98.21,90.94,86.24,81.25,76.33,98.68,76.67,89.63,92.68,85.08,84.93,80.33,92.64,81.15,77.76
16,Female,TVL,86.59,76.81,90.84,90.4,92.79,75.29,81.06,96.12,78.52,91.7,99.26,79.46,78.46,79.54,93.89,75.47,88.72,92.35,75.65,95.4,94.36,81.44,82.9,84.58,80.81,88.05,82.69,96.38,98.98,76.07,95.69,97.38
17,Female,Academic,79.53,94.62,96.48,87.47,76,76.71,83.95,79.57,99.05,96.65,92.19,88.82,89.06,91.57,83.9,78.02,99.39,78.62,97.48,82.3,80.27,91.18,79.58,91.44,86.21,87.98,91.34,78.08,90.76,81.72,87.91,83.1
15,Female,Academic,75.46,90.19,96.06,89.84,85.94,88.56,88.16,80.17,93.86,78.22,95.08,79.28,78.45,82.82,97.39,83.31,79.01,80.61,93.01,95.29,82.63,90.18,87.98,88.41,94.24,81.24,77.57,82,94.6,77.86,86.96,92.89
17,Female,Academic,83.36,90.4,76.18,86.83,96.32,98.17,77.41,83.44,96.94,82.95,97.85,75.82,90.23,82.55,94.81,99.72,90.62,99.58,78.09,92.76,77.99,97.07,75.57,85.89,79.36,95.87,99.64,99.38,75.36,79.78,90.65,89.42
17,Male,Academic,77.21,86.73,99.91,89.71,83.84,84.45,83.61,90.83,85.76,93.03,97.01,98.98,80.68,84.59,93.35,75.91,78.91,75.31,77.28,83.05,84.2,77.88,98.51,83.98,81.52,94.02,79.55,75.8,80.97,81.11,91.06,83.19
16,Female,Academic,88.57,79.82,87.26,86.35,86.84,75.95,76.77,75.18,89.2,85.17,86.84,81.73,92.25,96.03,99.69,94.55,91.34,80.65,85.18,87.38,89.13,89.26,98.53,97.87,98.52,81.85,78.91,79.86,92.58,85.95,85.84,76.56
16,Female,Academic,78.15,87.85,86,91.54,86.2,83.97,93.13,75.77,91.2,79.29,86.79,96.31,98.9,85.03,92.88,83.01,78.52,95.65,97.22,78.79,82.81,92.93,80.93,96.51,78.05,84.86,92.42,93.52,81.05,79.84,88.8,86.56
16,Female,TVL,79.21,95.54,94.79,86.16,91.92,94.99,78.61,76.73,87.43,86.93,88,96.96,85.56,89.47,93.95,77.79,92.63,80.91,86.63,82.13,85.37,84.36,97.32,90.78,85.85,96.31,75.92,96.32,81.25,94.06,92.89,89.71
18,Female,TVL,85.97,93.35,76.96,81.04,84.36,91.06,75.38,82.87,78.47,84.55,78.48,90.08,84.73,86.29,98.81,81.05,92.32,98.45,78.16,93.18,88.73,77.81,84.19,94.79,78.48,77,93.73,90.12,91.41,84.9,91.24,84.61
16,Female,TVL,77.51,95.16,92.22,81.45,99.53,87.78,85.74,95.52,92.12,93.78,93.91,80.89,80.61,87.02,91.23,97.38,88.43,91.43,88.86,86.54,91.87,95.74,95.42,97.54,98.17,99.16,87.09,81.21,98.64,93.89,92.53,96.77
15,Female,Academic,82.6,97.17,91.2,98.49,89.74,77.15,98.52,94.17,76.03,75.57,88.57,90.47,89.64,80.24,87.09,84.33,93.31,97.09,82.25,99.68,76.7,80.77,94.23,75.96,89.09,76.38,95.6,80.42,90.93,77.56,77.24,97.69
15,Female,Academic,77.06,92.6,94.54,79.27,86.81,78.23,98.67,94.24,78.07,81.31,97.42,88.7,98.75,91.46,93.63,86.94,84.56,79.21,98.16,85.78,76.37,89.3,99.19,90.48,86.69,94.69,75.24,91.97,93.95,91.09,91.92,93.09
15,Male,TVL,97.15,95.2,96.07,93.43,75.14,87.67,83.27,85.52,82.59,86.64,78.46,80.08,95.89,93.21,81.18,97.13,77.02,77.31,79.04,84.35,95.73,82.89,90.83,92.72,85.07,96.53,82.99,82.16,84.96,95.46,91.34,80.54
15,Female,Academic,75.09,90.91,93.76,99.04,76.15,86.53,79.29,82.96,76.8,92.39,99.93,84.94,75.85,85.87,99.24,80.21,86.08,93.14,75.84,77.63,94.4,85.7,81.21,83.34,85.01,98.27,84.24,82.8,79.02,96.17,86.92,93.19
18,Female,TVL,76.95,75.61,99,99.16,97.46,88.82,80.11,87.2,84.93,93.25,96.38,78.46,77.54,91.01,91.75,75.1,82.67,82.72,93.2,78.12,85.27,86.24,88.92,99.71,94.2,98.68,94.68,92.71,93.56,84.08,95.87,78.7
15,Male,Academic,89.56,84.96,79.31,75.67,98.19,89.9,93.03,96.21,98.15,80.84,75.77,86.25,86.09,81.6,98.17,81.05,98.38,77.59,82,75.71,94.79,89.98,81.32,80.1,99.77,83.72,85.79,77.61,94.42,80.06,75.49,97.07
18,Male,TVL,90.17,81.97,96.04,78.11,95.9,91.56,92.82,93.82,91.36,80.29,85.63,75.5,96.04,75.61,95.34,82.18,89.43,79.46,92.4,93.11,86.18,93.84,89.87,93.06,84.44,82.92,91.84,83.58,94.08,80.46,99.84,83.23
16,Male,TVL,93.56,85.52,82.07,94.13,83.32,95.81,76.78,83.42,82.19,79.48,76.11,88.91,80.31,84.43,82.73,98.76,97.49,90.65,90.01,79.07,75.97,95.45,85.08,77.33,79.31,90.19,77.88,91.92,99.98,83.04,80.5,81.01
18,Male,TVL,85.65,97.59,77.01,98.92,99.8,80.19,91.05,77.7,97.14,82.55,95.45,95.91,81.09,86.94,75.05,98.65,98.01,91.71,88.25,86.31,93.62,96.81,88.75,78.5,92.2,77.32,99.19,86.27,76.14,78.79,76.19,93.22
16,Male,Academic,90.01,76.47,93.02,81.67,83.73,99.54,84.62,85.25,95.74,93.14,82.68,93.25,96.61,84.64,93.45,89.68,76.02,98.21,96.02,87.43,86.58,87.53,95.91,81.09,82.44,89.67,95.13,85.78,88.5,82.59,99.22,79.07
18,Female,TVL,76.78,99.82,77.45,75.59,96.83,86.06,79.8,78.51,79.77,99.42,93.89,75.54,93.11,90.06,76.01,80.04,99.03,96.98,78.49,89.09,77.37,91.19,94.56,92.87,87.54,91.83,94.08,80.92,96.35,96.07,82.14,88.36
16,Female,TVL,85.18,87.42,87.44,87.45,78.58,83.58,96.79,97.4,83.39,79.72,84.12,94.89,98.16,89.88,96.51,93.53,75.02,83.29,93.35,90.54,84.68,79.9,99.84,87.27,94.55,94.83,79.06,76.08,81.09,81.78,77.25,84.79
15,Female,TVL,82.37,95.38,86.02,88.79,79.36,90.63,83.53,93.16,89.13,79.54,75.79,75.24,86.13,76.44,83.71,95.92,82.82,79.63,84.04,92.22,95.88,83.24,77.27,82.22,80.47,98.27,84.01,99.49,98.38,98.5,97.22,91.28
16,Male,TVL,76.5,88.37,88.54,97.22,79.59,85.7,77.08,95.12,86.58,77.86,87.68,75.25,86.84,86.66,93.41,97.89,78.8,99.06,76.29,89.33,86.34,93.73,98.9,79.03,89.29,93.78,98.91,99.55,84.05,75.69,97.89,87.95
17,Female,TVL,97.38,93.88,94.36,87.94,90.83,96.74,76.55,79.33,90.7,95.3,86.76,98.06,92.73,80.72,78.51,77.75,82.46,99.76,98.95,83.89,95.72,97.25,90.99,79.88,82.23,82.82,93.31,91.64,83.09,79.79,96.23,82.85
16,Female,TVL,96.65,85.77,89.34,91.84,83.09,93.3,96.25,80.01,92.68,83.85,96.69,86.92,94.74,91.3,89.15,96.15,89.64,96.05,88.13,88.09,96.32,77.64,92.85,84.18,93.15,83.17,93.27,80.77,88.58,88.28,82.01,98.93
17,Male,TVL,91.53,90.3,95.86,76.06,98.3,98.03,85.09,81.19,84.27,76.9,80.24,80,89.44,98.3,82.44,79.43,91.21,98.77,90.18,83.77,84.91,83.68,97.84,99.93,88.4,90.44,95.11,88.21,95.43,99.02,78.84,91.6
15,Female,Academic,88.16,87.07,84.93,94.88,83.07,98.86,78.58,78.08,76.74,97.44,99.79,93.2,83.89,85.54,83.03,82.01,75.17,90.59,79.73,89.85,91.34,82.17,87.06,95.95,89.7,92.34,75.02,77.7,99.69,97.57,84.33,95.42
18,Female,TVL,77.14,89.28,77.04,96.4,98.1,77.93,96.68,89.41,81.39,84.93,79.83,80.92,96.76,96.29,82.27,87.83,85.66,79.17,98.16,82.02,77.55,96.48,86.96,89.68,97.52,94.97,96.3,98.96,78.62,89.43,82.32,94.56
16,Male,TVL,93.86,79.12,87.61,81.53,93.06,79,75.92,79.12,93.96,81.14,99.32,89.74,97.57,96.46,81.24,91.62,95.73,84.83,95.9,76.57,92.63,77.19,99.98,79.52,89.51,77.71,95.59,77.65,89.76,96.13,92.98,75.69
16,Female,Academic,85.5,83.32,98.62,91.63,87.36,86.03,85.08,75.9,79.22,89.59,92.61,75.85,77.93,83.55,87.7,92.24,86.4,83.29,97.59,93.58,99.18,75.48,87.47,79.31,85.49,90.06,88.14,96.81,76.01,78.88,99.29,87.9
15,Female,Academic,81.31,94.29,95.51,81.59,93.67,86.3,86.1,98.91,89.92,83.97,78.96,80.98,77.55,83.53,87.87,99.29,76.95,78.77,77.32,95.85,96.08,96.11,95.87,80.12,82.9,99.12,76.18,82.34,92.63,91.98,80.19,95.31
16,Female,Academic,83.68,90.06,79.3,81.4,93.37,78.54,84.54,98.22,89.47,88.38,75.98,79.54,86.25,87.37,92.15,86.82,88.69,77.05,90.23,78.56,87.17,99.52,87.61,86.85,89.6,87.55,83.38,86.58,89.09,94.14,93.3,83.49
18,Male,TVL,92.29,77.87,88.03,87.9,89.09,97.52,77.77,88.04,76.05,85.56,76.58,83.78,91.37,95.29,80.49,78.7,79.83,82.24,85.37,84.48,97.65,94.33,99.62,76.62,77.25,96.9,87.9,79.15,77.95,91.4,99.12,88.86
17,Female,TVL,97.06,76.12,76.94,96.8,85.9,88.55,84.9,86.01,90.2,79.78,88.57,75.2,79.65,82.24,94.79,81.36,87.18,80.2,82.69,84.16,79.56,86.12,75.06,83.37,76.73,76.72,96.67,88.62,90.45,78.92,87.27,80.57
17,Female,Academic,96.72,94.4,97.29,81.25,75.7,97.78,84.74,90.35,87.59,89.02,93.98,79.4,83.72,97.39,77,84.72,86.22,76.99,89.35,77.23,77.56,80.88,95.35,91.2,82.45,97,90.07,83.57,98.55,86.91,82.92,88.02
18,Male,Academic,88.49,83.52,91.36,85.05,96.2,84.39,94.06,92.62,96.29,95.88,78.16,81.76,89.34,82.93,98.76,95.9,93.43,82.33,92.01,89.69,95.94,87.21,85.82,88.65,76.02,99.12,94.18,80.28,89.19,99.42,91.85,77.11
15,Male,TVL,82.54,81.67,93.03,99.95,85.31,91.17,85.83,76.1,88.46,97.82,82.27,90.77,81.36,79.89,80.72,86.05,80.77,76.65,88.69,85.7,98.75,94.89,91.44,90.04,98.39,79.29,88.1,83.67,91.15,75.69,83.23,97.93
18,Female,Academic,99.75,97.79,89.39,81.6,98.81,76.74,99.11,85.8,79.94,80.52,88.24,90.26,95.66,89.94,98.67,79,97.43,89.41,97.07,79.11,95.01,97.3,78.4,93.95,86.18,94.13,88.86,82.3,84.45,95.44,83.92,98.32
15,Male,Academic,96.21,86.29,80.96,83.63,82.23,94.53,78.62,75.17,87.85,91.89,97.27,91.31,89.61,83.99,96.46,98.73,91.64,84.56,88.35,82.22,88.38,98.22,80.8,91.63,76.05,84.9,92.59,83.2,93.78,90.47,93.46,84.36
18,Male,TVL,83.71,96.89,88.74,83.67,77.89,96.96,78.62,84.64,87.99,89.67,84.62,93.31,89.39,90.45,95.92,82.22,83.14,92.39,88.6,77.92,90.09,79.37,87.22,90.73,78.5,96.7,95.57,96.66,89.27,99.62,82.37,99.3
16,Male,Academic,88.26,90.27,79.28,82.69,92.62,89.52,76.96,81.16,78.65,84.3,81.03,87.13,91.98,85.39,90.62,86.47,87.72,85.21,77.21,97.5,96.83,92.63,92.94,77.91,94.37,81.66,91.49,98.19,91.06,96.03,97.88,82.4
16,Male,Academic,93.86,86.68,92.6,96.51,90.83,92.8,85.52,92.28,83.99,92.86,90.14,89.91,86.65,96.56,86.39,99.98,86.4,87.47,99.83,99.54,93.57,83.42,83.71,75.18,97.89,88.86,88.68,79.73,85.37,79.88,76.19,75.05
17,Female,TVL,84.28,97.24,96.44,81.92,78.59,99.11,81.29,97.12,97.39,86.15,92.07,86.59,77.98,83.95,75.27,99.52,88.78,89.62,96.65,89.56,88.87,85.69,99.15,91.52,92.45,80.7,91.48,80.38,87.51,89.95,79.22,98.23
16,Female,TVL,96.59,99.57,75.95,81.53,96.51,79.41,97.74,75.43,85.96,80.63,92.94,99.25,82.47,88.24,76.8,97.87,81.45,90,96.16,83.21,76.05,83.26,79.47,92.91,95.63,86.98,90.9,92.48,81.52,80.5,96.9,75.72
16,Female,TVL,99.09,97.57,81.4,93.99,81,87.84,80.87,87.35,87.67,75.77,75.62,82.28,87.69,79.71,76.08,92.72,75.71,86.23,79.8,85.14,79.14,94.56,89.89,85.12,91.58,81.4,90.22,91.14,87.96,91.62,85.08,97.88
17,Female,TVL,80.97,78.64,78.12,75,99.47,84.54,81.67,98.83,75.83,86.59,88.49,99.52,84.55,96.13,83.46,98.03,84.69,96.28,84.56,87.02,94.52,79.55,95.69,83.8,91.52,90.19,99,94.96,84.77,77.98,88.92,82.99
18,Male,Academic,84.76,93.09,83.55,91.48,96.48,91.66,78.52,75.8,91.85,87.52,94.35,92.8,85.01,99.83,75.45,83.49,88.73,77.66,99.52,95.97,92.01,89.05,81.98,99.82,95.69,79.79,89.44,92.34,81.44,95.03,88.98,80.48
16,Female,Academic,81.58,95.86,89.33,99.39,80.11,81.22,91.45,88.4,77.62,97.84,86.45,79.92,86.19,89.79,97.07,96.69,91.58,83.19,89.4,97.84,75.63,90.58,97.34,90.82,82.54,88.42,97.78,89.45,81.32,97.4,98.43,80.21
16,Female,Academic,94.61,94.13,94.99,96.83,96.41,90.19,92.78,82.31,89.75,87.74,94.24,88.39,94.29,76.78,89.79,81.97,98.53,90.66,88.61,97.22,77.57,97.97,90.52,91.62,98.59,88.42,78.88,99.8,90.75,94.86,79.38,88.6
17,Female,TVL,80.4,82.42,75.96,94.64,95.2,83.6,82.82,94.81,86.08,78.18,90.8,97.86,87.79,97.2,80.55,99.23,97.35,86.59,85.02,98.41,97.62,75.19,97.79,94.5,81.79,84.39,97.26,76.76,83.31,96.43,80.06,82.55
18,Female,Academic,93.52,98.13,89.48,87.62,95.87,77.7,81.86,84.81,77.23,85.48,81.59,97.13,85.51,89.27,85.93,81.11,92.81,90.78,77.52,96.13,97.02,88.43,81.21,80.91,95.67,85.96,98.15,79.54,97.09,91.08,80.22,77.87
16,Male,Academic,79.29,78.4,90.74,85.64,98.34,79.99,89.75,75.81,95.05,95.1,99.97,91,90.68,76.52,78.19,78.53,86.22,88.57,89.1,89.59,86.24,86.85,96.6,99.64,87,92.13,80.4,84.78,93.05,82.78,77.22,77.4
16,Male,Academic,78.86,78.01,91.02,77.4,79.33,75.38,96.74,80.02,85.3,96.07,90.4,91.98,75.34,98.81,89.75,90.98,83.86,76.69,95.49,77.35,88.88,76.95,94.12,89.65,98.09,94.94,92.48,89.76,90.2,99.85,86.11,78.78
15,Male,TVL,93.54,97.23,99.69,88.34,99.85,89.19,89.25,99.03,77.66,89.83,97.74,83.35,80.06,78.01,90.56,96.33,98.4,80.75,99.83,81.64,93.82,85.96,88.82,95.79,96.01,83.15,94.03,99.73,87.78,97.59,90.4,88.79
16,Female,Academic,81.06,83.05,83.72,96.72,92.2,83.98,87.43,91.67,82,97.27,85.98,89.54,95.48,78.78,77.28,92.93,80.56,79,75.12,79.65,87.83,98.58,95.66,88,83.42,78.14,75.77,84.89,89.09,81.14,91.14,88.79
16,Male,Academic,75.86,80.9,80.53,83.48,98.14,93.71,95.21,84.5,85.88,81.87,77.59,93.14,92.38,87.62,85.33,87.77,88.82,76.27,82.82,99.87,93.05,97.76,95.44,81.68,75.9,80.43,99.09,79.31,85.03,86.07,90.64,77.95
18,Male,Academic,86.62,80.59,89.53,80.25,76.78,98.44,94.5,92.13,92.14,75.83,81.25,78.6,90.51,91.03,93.47,89.06,95.6,86.26,91.17,89.62,98.21,84.88,83.7,95.2,93.89,97.8,75.85,75,76.21,75.35,99.92,85.69
16,Male,TVL,94.48,94.43,81.12,80.33,99.16,92.9,78.35,99.79,77.43,83.54,81.31,98.73,78.77,82.19,84.9,90.09,91.49,96.18,80.94,78.62,88.96,89.79,96.06,90.67,78.32,95.68,96.1,78.83,79.36,78.42,85.72,84.01
17,Male,Academic,85.34,98.5,77.31,83.25,82.51,95.66,76.36,83.78,91.47,84.14,93.29,75.81,96.52,86.55,97.45,96.08,78.45,98.46,86.71,84.42,75.71,88.97,86.55,86.09,96.78,75.97,95.49,90.17,76.26,84.97,94.1,83.22
16,Female,TVL,87.31,80.1,95.28,89.31,76.03,82.01,76.16,90.27,76.9,76.59,75.3,96.21,81.95,83.54,79.67,92.2,87.02,79.15,95.07,93.06,91.71,89.31,97.14,80.96,85.36,77.35,85.62,75.78,86.8,82.02,89.73,98.59
16,Male,TVL,82.32,83.67,99.81,90.52,90.27,77.04,94.27,84.32,81.63,85.04,88.46,92.04,75.64,99.93,95.42,93,76.78,98.21,84.47,88.85,83.17,79.63,96.28,75.3,89.45,82.99,77.97,80.27,87.38,91.88,93.55,96.92
18,Male,TVL,80.69,82.99,76.08,80.45,78.23,86.04,76.86,76.77,85,83.34,85.59,99.54,90.25,81.15,99.09,78.51,83.36,97.76,87.66,96.85,97.35,86.36,92.14,97.61,80.8,88.53,97.43,84.54,86.98,86.39,93.26,83.99
16,Female,Academic,91.76,81.85,95.38,84.24,89.14,86.6,77.95,75.94,95.96,87.78,78.91,97.12,76.4,80.18,81.12,92.85,89.07,90.93,97.15,80.8,83.69,82.88,99.26,84.79,78.02,80.34,94.56,79.46,84.1,99.12,81.32,86.8
16,Female,Academic,75.51,85.76,76.69,89.05,96.11,75.04,78.36,81.9,93.52,77.64,96.32,99.93,78.47,97.05,91.86,79.53,93.74,98.27,78.34,95.59,88.51,85.57,88.14,94.81,88.28,95.16,92.54,86.63,83.18,92.05,81.74,79.56
16,Female,Academic,78.66,75.93,95.04,97.95,79.61,77.54,84.24,84.95,75.07,80.46,81.6,77.05,83.86,76.74,98.48,99.18,98.96,92.48,82.91,81.15,89.2,83.1,99.63,79.14,87.39,81.56,82.17,95.36,98.13,93.91,83.82,79.39
15,Male,Academic,82.14,94.82,86.02,81.28,89.56,88.31,86.95,78.29,99.93,85.21,78.52,94.28,89.23,75.13,86.7,75.77,81.83,85.35,87.2,88.57,85.96,96.71,90.18,80.63,86.05,77.08,79.75,96.69,76.98,79.74,78.77,96.76
15,Male,TVL,91.53,80.3,76.99,77.98,78.21,93.11,90.02,96.23,89.78,75.56,86.47,79.37,80.31,85.5,75.51,85.21,84.04,79.57,90.23,99.5,89.87,78.89,81.46,82.03,94.91,79.31,84.3,95.82,79.88,77.37,82.93,85.39
17,Female,Academic,87.26,78.94,77.33,77.14,76.8,86.23,98.97,78.46,95.71,80.85,78.05,79.33,93.26,80.67,96.39,81.51,84.36,86.01,89.91,80.84,77.41,98.57,82.27,86.49,99.17,93.35,87.43,88.16,84.38,97.92,94.72,97.48
18,Male,TVL,99.1,78.69,83.39,96.91,92.74,81.05,88.66,96.9,95.33,98.33,98.27,98,85.85,91.69,96.39,82.73,90.29,93.99,91.89,78.37,92.38,76.92,78.02,99.87,80.03,82.7,81.88,99.5,77.46,96.57,79.09,82.29
18,Male,Academic,95.9,93.01,98.07,88.08,91.1,80.45,96.48,98.7,90.83,90.58,86.69,93.48,81.3,99.98,97.48,76.42,80.17,97.55,92.24,95.71,80.32,97.97,77.97,78.37,98.7,96.25,87.87,81.95,88.68,76.94,97.23,93.66
15,Male,TVL,89.66,77.47,84.6,93.32,76.86,80.12,96.2,79.51,94,78.19,76.14,81.72,77.67,82.4,85.49,80.88,88.42,79.97,88.35,94.66,81.42,92.81,92.64,98.81,95.36,82.73,80.67,92.03,89.49,91.17,98.01,86.25
17,Female,TVL,78.87,81.14,79.36,90.63,87.29,88.78,83.59,96.05,91.32,86.36,76.21,86.44,95.88,90.48,97.78,97.13,85.5,76.05,82.77,75.16,81.79,80.35,88.86,77.76,98.31,93.11,88.69,93.4,81.92,95.58,93.83,79.32
17,Female,TVL,98.26,96.89,83.73,86.49,80.5,75.51,77.91,88.74,84.84,77.38,85.34,87.45,84.65,97.53,91.19,91.6,94.87,91.83,80.98,82.49,82.53,84.72,78.13,79.34,81.45,90.82,93.98,80.75,91.35,86.75,78,98.45
17,Male,TVL,84.47,86.69,95.29,79.86,92.8,95.71,85.85,97.57,97.93,96.33,82.65,98.97,77.66,89.17,77.26,98.02,95.84,76.37,81.22,87.71,89.16,90.2,75.89,80.13,90.17,82.98,78.44,88.18,84.26,97.58,86.22,98.9
16,Male,Academic,99.07,75.47,81.46,78.94,81.9,97.58,82.91,80.97,83.05,95.05,98.48,94.51,96.55,98.49,93.35,79.63,98.18,89.84,93,94.02,81.18,80.58,83.49,77.67,89.47,94.92,91.07,87.8,98.04,87.02,84.77,82.66
15,Male,TVL,98.3,83.99,77.63,99.13,76.81,79.17,78.76,97.04,78.5,79.35,93.5,95.69,92.51,80.75,98.86,97.96,99.2,81.2,95.72,97.88,90.81,93.45,76.39,80.11,92.29,80.48,95.35,93.46,92.25,81.26,99.3,85.03
17,Male,Academic,98.62,95.39,84.85,88.66,84.29,76.52,88.14,95.38,82.5,99.62,87.79,97.93,94.54,92.16,97.07,86.67,91.51,87.38,90.51,88.14,85.95,85.8,88.72,80.25,79.94,80.26,75.17,83.69,83.38,91.76,98.14,82.39
15,Female,Academic,78.96,98.26,87.28,90.67,85.01,96.38,85.01,96.89,91.88,87.32,88.66,86.2,76.74,77.86,76.94,93.83,95.88,96.35,78.43,85.94,75.72,80.95,81.98,96.2,94.57,76.19,98.53,86.45,84.91,81.65,91.52,95.23
18,Female,Academic,86.43,98.1,81.05,85.26,80.04,90.39,93.43,78.05,85.89,77.37,85.89,83.71,91.71,82.92,94.45,96.52,89.99,80.7,92.34,88.1,87.34,87.77,82.58,83.4,98.48,95.37,94.78,92.6,80.8,85.6,90.35,85.45
15,Female,TVL,82.51,95.97,91.32,75.11,83.96,96.4,80.39,89.85,99.75,81.39,95.05,88.87,77.82,83.29,79.26,88.79,83.74,87.57,90.75,87.11,97.49,87.32,97.6,89.09,82.39,90.43,81.32,98.66,80.28,98.88,94.12,86.2
16,Male,Academic,97.86,85.34,79.82,85.27,93.24,92.86,85.17,79.74,79.48,96.22,94.98,86.22,91.86,77.1,96.19,97.59,93.65,88.05,83.49,80.67,82.64,99.88,81.83,94.28,84.48,90.02,91.98,86.43,89.9,75.79,97.57,95.8
